timestamp,bid,ask,bid_vol,ask_vol,last,volume
2026-09-18 13:31:06.000,229.6,229.61,1035,131,229.6,1166
2026-09-18 13:31:06.500,229.6,229.62,1000,1247,229.61,2247
2026-09-18 13:31:07.000,229.57,229.59,1113,736,229.58,1849
2026-09-18 13:31:07.500,229.66,229.67,818,748,229.67,1566
2026-09-18 13:31:08.000,229.52,229.54,1324,426,229.53,1750
2026-09-18 13:31:08.500,229.72,229.73,989,628,229.72,1617
2026-09-18 13:31:09.000,229.68,229.7,1843,638,229.69,2481
2026-09-18 13:31:09.500,229.68,229.7,701,403,229.69,1104
2026-09-18 13:31:10.000,229.56,229.57,1240,1108,229.56,2348
2026-09-18 13:31:10.500,229.44,229.45,1009,751,229.44,1760
2026-09-18 13:31:11.000,229.46,229.48,1296,411,229.47,1707
2026-09-18 13:31:11.500,229.56,229.58,629,583,229.57,1212
2026-09-18 13:31:12.000,229.46,229.47,820,816,229.46,1636
2026-09-18 13:31:12.500,229.6,229.62,981,400,229.61,1381
2026-09-18 13:31:13.000,229.4,229.42,1058,906,229.41,1964
2026-09-18 13:31:13.500,229.24,229.26,1285,432,229.25,1717
2026-09-18 13:31:14.000,229.34,229.35,1082,726,229.34,1808
2026-09-18 13:31:14.500,229.3,229.31,1074,217,229.3,1291
2026-09-18 13:31:15.000,229.22,229.23,1009,558,229.23,1567
2026-09-18 13:31:15.500,229.49,229.51,1151,407,229.5,1558
2026-09-18 13:31:16.000,229.3,229.32,1382,288,229.31,1670
2026-09-18 13:31:16.500,229.34,229.36,663,971,229.35,1634
2026-09-18 13:31:17.000,229.67,229.69,1021,144,229.68,1165
2026-09-18 13:31:17.500,229.75,229.77,1264,451,229.76,1715
2026-09-18 13:31:18.000,229.58,229.59,1178,267,229.58,1445
2026-09-18 13:31:18.500,229.56,229.57,723,565,229.56,1288
2026-09-18 13:31:19.000,229.48,229.5,942,504,229.49,1446
2026-09-18 13:31:19.500,229.5,229.51,1201,540,229.5,1741
2026-09-18 13:31:20.000,229.52,229.54,1450,916,229.53,2366
2026-09-18 13:31:20.500,229.4,229.41,941,980,229.4,1921
2026-09-18 13:31:21.000,229.32,229.34,1277,985,229.33,2262
2026-09-18 13:31:21.500,229.32,229.33,1458,1054,229.32,2512
2026-09-18 13:31:22.000,229.19,229.21,1460,131,229.2,1591
2026-09-18 13:31:22.500,229.02,229.04,989,1180,229.03,2169
2026-09-18 13:31:23.000,229.14,229.15,1140,761,229.14,1901
2026-09-18 13:31:23.500,229.28,229.3,978,947,229.29,1925
2026-09-18 13:31:24.000,229.24,229.26,725,646,229.25,1371
2026-09-18 13:31:24.500,229.09,229.11,560,764,229.1,1324
2026-09-18 13:31:25.000,229.15,229.17,1124,763,229.16,1887
2026-09-18 13:31:25.500,229.19,229.21,592,178,229.2,770
2026-09-18 13:31:26.000,229.12,229.14,1456,1037,229.13,2493
2026-09-18 13:31:26.500,229.06,229.08,1110,692,229.07,1802
2026-09-18 13:31:27.000,228.98,228.99,1144,730,228.98,1874
2026-09-18 13:31:27.500,228.88,228.89,1354,626,228.89,1980
2026-09-18 13:31:28.000,228.72,228.73,927,679,228.73,1606
2026-09-18 13:31:28.500,228.92,228.94,1353,477,228.93,1830
2026-09-18 13:31:29.000,228.8,228.82,1841,735,228.81,2576
2026-09-18 13:31:29.500,228.86,228.87,1184,1025,228.86,2209
2026-09-18 13:31:30.000,228.86,228.88,574,11,228.87,585
2026-09-18 13:31:30.500,229.08,229.09,1045,813,229.08,1858
2026-09-18 13:31:31.000,229.12,229.14,1210,627,229.13,1837
2026-09-18 13:31:31.500,228.92,228.94,1097,60,228.93,1157
2026-09-18 13:31:32.000,228.94,228.95,1305,239,228.94,1544
2026-09-18 13:31:32.500,228.86,228.87,608,815,228.86,1423
2026-09-18 13:31:33.000,228.84,228.86,1262,578,228.85,1840
2026-09-18 13:31:33.500,229,229.01,961,1241,229,2202
2026-09-18 13:31:34.000,228.95,228.97,815,1,228.96,816
2026-09-18 13:31:34.500,229.06,229.07,1285,469,229.06,1754
2026-09-18 13:31:35.000,228.9,228.91,1047,1170,228.9,2217
2026-09-18 13:31:35.500,228.92,228.94,1389,774,228.93,2163
2026-09-18 13:31:36.000,228.99,229.01,1156,507,229,1663
2026-09-18 13:31:36.500,229.1,229.12,1075,620,229.11,1695
2026-09-18 13:31:37.000,229.2,229.21,1228,564,229.2,1792
2026-09-18 13:31:37.500,229.26,229.27,905,435,229.26,1340
2026-09-18 13:31:38.000,229.24,229.25,771,553,229.24,1324
2026-09-18 13:31:38.500,229.28,229.29,592,776,229.28,1368
2026-09-18 13:31:39.000,229.58,229.59,993,456,229.58,1449
2026-09-18 13:31:39.500,229.66,229.68,882,957,229.67,1839
2026-09-18 13:31:40.000,229.6,229.62,903,309,229.61,1212
2026-09-18 13:31:40.500,229.52,229.53,903,877,229.52,1780
2026-09-18 13:31:41.000,229.46,229.48,1724,241,229.47,1965
2026-09-18 13:31:41.500,229.44,229.45,1332,745,229.45,2077
2026-09-18 13:31:42.000,229.46,229.47,1353,393,229.46,1746
2026-09-18 13:31:42.500,229.38,229.39,997,578,229.38,1575
2026-09-18 13:31:43.000,229.16,229.17,506,731,229.17,1237
2026-09-18 13:31:43.500,229.16,229.17,1124,404,229.16,1528
2026-09-18 13:31:44.000,229.2,229.22,1112,985,229.21,2097
2026-09-18 13:31:44.500,229.28,229.29,1284,532,229.28,1816
2026-09-18 13:31:45.000,229.34,229.36,1505,696,229.35,2201
2026-09-18 13:31:45.500,229.58,229.59,925,812,229.58,1737
2026-09-18 13:31:46.000,229.61,229.63,1463,794,229.62,2257
2026-09-18 13:31:46.500,229.56,229.58,1379,493,229.57,1872
2026-09-18 13:31:47.000,229.52,229.54,693,387,229.53,1080
2026-09-18 13:31:47.500,229.55,229.57,945,809,229.56,1754
2026-09-18 13:31:48.000,229.62,229.63,1694,1,229.62,1695
2026-09-18 13:31:48.500,229.56,229.57,1235,1001,229.56,2236
2026-09-18 13:31:49.000,229.53,229.55,944,331,229.54,1275
2026-09-18 13:31:49.500,229.7,229.72,783,753,229.71,1536
2026-09-18 13:31:50.000,229.78,229.8,1217,167,229.79,1384
2026-09-18 13:31:50.500,229.6,229.62,747,768,229.61,1515
2026-09-18 13:31:51.000,229.5,229.51,1558,29,229.51,1587
2026-09-18 13:31:51.500,229.32,229.34,878,764,229.33,1642
2026-09-18 13:31:52.000,229.3,229.32,1608,494,229.31,2102
2026-09-18 13:31:52.500,229.48,229.49,1096,970,229.48,2066
2026-09-18 13:31:53.000,229.38,229.39,532,794,229.39,1326
2026-09-18 13:31:53.500,229.44,229.45,1176,421,229.44,1597
2026-09-18 13:31:54.000,229.53,229.55,757,429,229.54,1186
2026-09-18 13:31:54.500,229.44,229.45,1223,906,229.44,2129
2026-09-18 13:31:55.000,229.73,229.75,1449,88,229.74,1537
2026-09-18 13:31:55.500,229.78,229.8,908,466,229.79,1374
2026-09-18 13:31:56.000,229.94,229.96,877,796,229.95,1673
2026-09-18 13:31:56.500,229.96,229.98,1415,48,229.97,1463
2026-09-18 13:31:57.000,229.9,229.92,971,955,229.91,1926
2026-09-18 13:31:57.500,230,230.01,931,715,230,1646
2026-09-18 13:31:58.000,229.98,230,1110,1,229.99,1111
2026-09-18 13:31:58.500,230.1,230.12,843,378,230.11,1221
2026-09-18 13:31:59.000,230.06,230.08,994,603,230.07,1597
2026-09-18 13:31:59.500,230.18,230.2,781,554,230.19,1335
2026-09-18 13:32:00.000,230.1,230.11,1269,140,230.1,1409
2026-09-18 13:32:00.500,230.18,230.19,1165,552,230.18,1717
2026-09-18 13:32:01.000,229.96,229.97,346,375,229.96,721
2026-09-18 13:32:01.500,229.9,229.91,699,1,229.9,700
2026-09-18 13:32:02.000,229.92,229.93,1075,632,229.92,1707
2026-09-18 13:32:02.500,229.68,229.7,1211,299,229.69,1510
2026-09-18 13:32:03.000,229.54,229.56,854,669,229.55,1523
2026-09-18 13:32:03.500,229.68,229.7,727,784,229.69,1511
2026-09-18 13:32:04.000,229.7,229.72,765,670,229.71,1435
2026-09-18 13:32:04.500,229.94,229.95,1349,754,229.95,2103
2026-09-18 13:32:05.000,229.88,229.89,540,721,229.89,1261
2026-09-18 13:32:05.500,230.06,230.08,1505,451,230.07,1956
2026-09-18 13:32:06.000,230.12,230.14,1091,674,230.13,1765
2026-09-18 13:32:06.500,230.06,230.07,1130,1101,230.06,2231
2026-09-18 13:32:07.000,230.12,230.14,1302,575,230.13,1877
2026-09-18 13:32:07.500,230.1,230.12,1072,390,230.11,1462
2026-09-18 13:32:08.000,230.24,230.25,1040,534,230.24,1574
2026-09-18 13:32:08.500,230.22,230.24,734,150,230.23,884
2026-09-18 13:32:09.000,230.18,230.19,637,598,230.18,1235
2026-09-18 13:32:09.500,230.24,230.25,1562,685,230.24,2247
2026-09-18 13:32:10.000,229.94,229.95,1214,544,229.94,1758
2026-09-18 13:32:10.500,229.8,229.82,1354,678,229.81,2032
2026-09-18 13:32:11.000,230,230.01,1640,100,230,1740
2026-09-18 13:32:11.500,230.06,230.07,566,307,230.06,873
2026-09-18 13:32:12.000,230.28,230.3,937,802,230.29,1739
2026-09-18 13:32:12.500,230.27,230.29,1373,569,230.28,1942
2026-09-18 13:32:13.000,230.2,230.21,799,321,230.2,1120
2026-09-18 13:32:13.500,230.34,230.35,1313,807,230.34,2120
2026-09-18 13:32:14.000,230.36,230.37,1279,523,230.36,1802
2026-09-18 13:32:14.500,230.26,230.27,1030,1149,230.26,2179
2026-09-18 13:32:15.000,230.46,230.48,1480,276,230.47,1756
2026-09-18 13:32:15.500,230.42,230.44,690,428,230.43,1118
2026-09-18 13:32:16.000,230.44,230.45,1164,910,230.45,2074
2026-09-18 13:32:16.500,230.46,230.48,1288,351,230.47,1639
2026-09-18 13:32:17.000,230.46,230.48,1151,362,230.47,1513
2026-09-18 13:32:17.500,230.76,230.78,1311,980,230.77,2291
2026-09-18 13:32:18.000,230.76,230.77,1069,604,230.76,1673
2026-09-18 13:32:18.500,230.49,230.51,1038,387,230.5,1425
2026-09-18 13:32:19.000,230.26,230.28,926,621,230.27,1547
2026-09-18 13:32:19.500,230.2,230.22,1061,1,230.21,1062
2026-09-18 13:32:20.000,229.94,229.95,956,668,229.95,1624
2026-09-18 13:32:20.500,230,230.01,1269,349,230,1618
2026-09-18 13:32:21.000,230.06,230.08,584,666,230.07,1250
2026-09-18 13:32:21.500,230.02,230.03,877,572,230.02,1449
2026-09-18 13:32:22.000,229.78,229.8,871,383,229.79,1254
2026-09-18 13:32:22.500,229.84,229.85,1029,322,229.84,1351
2026-09-18 13:32:23.000,229.72,229.74,968,1184,229.73,2152
2026-09-18 13:32:23.500,229.94,229.95,1433,545,229.94,1978
2026-09-18 13:32:24.000,229.96,229.97,1256,700,229.96,1956
2026-09-18 13:32:24.500,230.14,230.16,1320,776,230.15,2096
2026-09-18 13:32:25.000,230.17,230.19,1693,752,230.18,2445
2026-09-18 13:32:25.500,230.2,230.22,621,764,230.21,1385
2026-09-18 13:32:26.000,230.04,230.06,492,277,230.05,769
2026-09-18 13:32:26.500,230.08,230.1,1018,574,230.09,1592
2026-09-18 13:32:27.000,229.97,229.99,1400,823,229.98,2223
2026-09-18 13:32:27.500,229.9,229.91,754,642,229.9,1396
2026-09-18 13:32:28.000,229.93,229.95,946,782,229.94,1728
2026-09-18 13:32:28.500,229.78,229.79,939,535,229.78,1474
2026-09-18 13:32:29.000,229.98,229.99,1592,349,229.98,1941
2026-09-18 13:32:29.500,230.04,230.05,581,842,230.04,1423
2026-09-18 13:32:30.000,230,230.02,1038,739,230.01,1777
2026-09-18 13:32:30.500,229.74,229.76,1168,711,229.75,1879
2026-09-18 13:32:31.000,229.78,229.8,1149,873,229.79,2022
2026-09-18 13:32:31.500,229.66,229.67,1602,1001,229.67,2603
2026-09-18 13:32:32.000,229.5,229.51,1054,509,229.51,1563
2026-09-18 13:32:32.500,229.65,229.67,1006,435,229.66,1441
2026-09-18 13:32:33.000,229.69,229.71,1473,745,229.7,2218
2026-09-18 13:32:33.500,229.6,229.61,587,210,229.6,797
2026-09-18 13:32:34.000,229.85,229.87,968,739,229.86,1707
2026-09-18 13:32:34.500,229.98,230,1405,964,229.99,2369
2026-09-18 13:32:35.000,230.08,230.09,1309,697,230.08,2006
2026-09-18 13:32:35.500,230.02,230.04,1182,267,230.03,1449
2026-09-18 13:32:36.000,230.15,230.17,992,557,230.16,1549
2026-09-18 13:32:36.500,229.99,230.01,1175,187,230,1362
2026-09-18 13:32:37.000,229.68,229.69,1436,756,229.68,2192
2026-09-18 13:32:37.500,229.72,229.73,1310,270,229.73,1580
2026-09-18 13:32:38.000,229.76,229.78,1314,586,229.77,1900
2026-09-18 13:32:38.500,229.88,229.89,1087,597,229.88,1684
2026-09-18 13:32:39.000,230.14,230.15,1232,385,230.14,1617
2026-09-18 13:32:39.500,230.28,230.29,1193,955,230.28,2148
2026-09-18 13:32:40.000,230.28,230.3,954,330,230.29,1284
2026-09-18 13:32:40.500,230.32,230.34,1025,430,230.33,1455
2026-09-18 13:32:41.000,230.26,230.28,1046,638,230.27,1684
2026-09-18 13:32:41.500,229.98,229.99,1125,189,229.98,1314
2026-09-18 13:32:42.000,229.88,229.9,1665,235,229.89,1900
2026-09-18 13:32:42.500,230.22,230.23,909,270,230.23,1179
2026-09-18 13:32:43.000,230.12,230.14,1767,696,230.13,2463
2026-09-18 13:32:43.500,229.96,229.98,699,388,229.97,1087
2026-09-18 13:32:44.000,230.04,230.06,1383,227,230.05,1610
2026-09-18 13:32:44.500,229.96,229.97,973,1,229.96,974
2026-09-18 13:32:45.000,229.9,229.91,1253,959,229.9,2212
2026-09-18 13:32:45.500,229.84,229.86,1658,534,229.85,2192
2026-09-18 13:32:46.000,229.64,229.66,1066,611,229.65,1677
2026-09-18 13:32:46.500,229.68,229.7,1138,650,229.69,1788
2026-09-18 13:32:47.000,229.88,229.89,860,865,229.89,1725
2026-09-18 13:32:47.500,229.86,229.88,1048,402,229.87,1450
2026-09-18 13:32:48.000,229.54,229.56,855,356,229.55,1211
2026-09-18 13:32:48.500,229.46,229.48,1538,409,229.47,1947
2026-09-18 13:32:49.000,229.58,229.59,1057,337,229.58,1394
2026-09-18 13:32:49.500,229.64,229.65,968,1041,229.64,2009
2026-09-18 13:32:50.000,229.62,229.64,442,1068,229.63,1510
2026-09-18 13:32:50.500,229.4,229.41,945,457,229.4,1402
2026-09-18 13:32:51.000,229.22,229.23,870,596,229.22,1466
2026-09-18 13:32:51.500,229.22,229.23,1032,739,229.23,1771
2026-09-18 13:32:52.000,229.19,229.21,1123,248,229.2,1371
2026-09-18 13:32:52.500,228.92,228.93,679,503,228.92,1182
2026-09-18 13:32:53.000,229.08,229.1,1055,390,229.09,1445
2026-09-18 13:32:53.500,229,229.01,974,768,229,1742
2026-09-18 13:32:54.000,229.22,229.23,1377,676,229.23,2053
2026-09-18 13:32:54.500,229.1,229.12,1055,551,229.11,1606
2026-09-18 13:32:55.000,229.09,229.11,1598,1069,229.1,2667
2026-09-18 13:32:55.500,229.16,229.17,1356,406,229.17,1762
2026-09-18 13:32:56.000,229.12,229.13,729,322,229.12,1051
2026-09-18 13:32:56.500,228.86,228.88,1308,354,228.87,1662
2026-09-18 13:32:57.000,228.9,228.92,1171,228,228.91,1399
2026-09-18 13:32:57.500,229.16,229.17,934,1040,229.16,1974
2026-09-18 13:32:58.000,229.16,229.17,709,696,229.16,1405
2026-09-18 13:32:58.500,229.14,229.16,857,1356,229.15,2213
2026-09-18 13:32:59.000,229.06,229.07,948,1076,229.06,2024
2026-09-18 13:32:59.500,229.02,229.04,1374,809,229.03,2183
2026-09-18 13:33:00.000,228.98,229,1187,714,228.99,1901
2026-09-18 13:33:00.500,229.02,229.03,1365,810,229.02,2175
2026-09-18 13:33:01.000,229.08,229.09,1178,433,229.08,1611
2026-09-18 13:33:01.500,229.04,229.06,1071,1500,229.05,2571
2026-09-18 13:33:02.000,229.24,229.25,1221,790,229.24,2011
2026-09-18 13:33:02.500,229.14,229.16,1277,853,229.15,2130
2026-09-18 13:33:03.000,229.04,229.06,1212,704,229.05,1916
2026-09-18 13:33:03.500,229.34,229.36,1103,681,229.35,1784
2026-09-18 13:33:04.000,229.6,229.62,827,862,229.61,1689
2026-09-18 13:33:04.500,229.34,229.36,862,335,229.35,1197
2026-09-18 13:33:05.000,229.46,229.47,948,764,229.46,1712
2026-09-18 13:33:05.500,229.34,229.35,1106,230,229.34,1336
2026-09-18 13:33:06.000,229.3,229.32,1487,592,229.31,2079
2026-09-18 13:33:06.500,229.2,229.22,937,528,229.21,1465
2026-09-18 13:33:07.000,229.22,229.23,812,87,229.23,899
2026-09-18 13:33:07.500,229.32,229.33,1276,575,229.32,1851
2026-09-18 13:33:08.000,229.3,229.32,1026,919,229.31,1945
2026-09-18 13:33:08.500,229.36,229.37,1170,585,229.36,1755
2026-09-18 13:33:09.000,229.32,229.34,993,548,229.33,1541
2026-09-18 13:33:09.500,229.38,229.4,1586,706,229.39,2292
2026-09-18 13:33:10.000,229.38,229.39,1710,350,229.38,2060
2026-09-18 13:33:10.500,229.12,229.14,1268,614,229.13,1882
2026-09-18 13:33:11.000,229.24,229.26,977,309,229.25,1286
2026-09-18 13:33:11.500,229.14,229.16,789,456,229.15,1245
2026-09-18 13:33:12.000,229.08,229.09,1528,809,229.08,2337
2026-09-18 13:33:12.500,229.2,229.21,635,576,229.2,1211
2026-09-18 13:33:13.000,229.17,229.19,1328,771,229.18,2099
2026-09-18 13:33:13.500,229.41,229.43,658,590,229.42,1248
2026-09-18 13:33:14.000,229.44,229.45,1253,780,229.44,2033
2026-09-18 13:33:14.500,229.18,229.2,1085,713,229.19,1798
2026-09-18 13:33:15.000,229.25,229.27,1151,602,229.26,1753
2026-09-18 13:33:15.500,229.26,229.28,1248,1085,229.27,2333
2026-09-18 13:33:16.000,229.2,229.22,1499,738,229.21,2237
2026-09-18 13:33:16.500,229.17,229.19,1447,917,229.18,2364
2026-09-18 13:33:17.000,229.22,229.23,1258,556,229.22,1814
2026-09-18 13:33:17.500,229.06,229.08,1048,606,229.07,1654
2026-09-18 13:33:18.000,229.12,229.14,1132,541,229.13,1673
2026-09-18 13:33:18.500,229.24,229.25,1124,815,229.24,1939
2026-09-18 13:33:19.000,229.2,229.22,1488,251,229.21,1739
2026-09-18 13:33:19.500,229.24,229.26,1014,491,229.25,1505
2026-09-18 13:33:20.000,229.3,229.31,698,583,229.3,1281
2026-09-18 13:33:20.500,229.15,229.17,961,693,229.16,1654
2026-09-18 13:33:21.000,229.36,229.38,669,267,229.37,936
2026-09-18 13:33:21.500,229.16,229.18,483,840,229.17,1323
